"334 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"335 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"336 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"337 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"338 E Via Rancho Pkwy, Escondido, CA 92025",3,DISORD CONDUCT:ALC (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"339 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"340 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"341 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"342 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"343 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"344 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"345 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"346 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"347 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"348 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"349 E Via Rancho Pkwy, Escondido, CA 92025",3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"350 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"351 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"352 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"353 E Via Rancho Pkwy, Escondido, CA 92025",3,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"354 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"355 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"356 E Via Rancho Pkwy, Escondido, CA 92025",3,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"357 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"358 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"359 E Via Rancho Pkwy, Escondido, CA 92025",3,COMMERCIAL ROBBERY - NO WEAPON,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"360 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"361 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"362 E Via Rancho Pkwy, Escondido, CA 92025",3,FRAUD,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"363 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"364 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"365 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"366 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"367 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"368 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"369 E Via Rancho Pkwy, Escondido, CA 92025",3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"370 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"371 E Via Rancho Pkwy, Escondido, CA 92025",3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"372 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"373 E Via Rancho Pkwy, Escondido, CA 92025",3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"374 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"375 E Via Rancho Pkwy, Escondido, CA 92025",3,DUI ALCOHOL (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"376 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"377 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"378 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"379 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"380 E Via Rancho Pkwy, Escondido, CA 92025",3,VEHICLE BREAK-IN/THEFT,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"381 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"382 E Via Rancho Pkwy, Escondido, CA 92025",3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"383 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"384 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"385 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"386 E Via Rancho Pkwy, Escondido, CA 92025",3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"387 E Via Rancho Pkwy, Escondido, CA 92025",3,POSS CONTROLLED SUBS PARAPHERNALIA (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"388 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"389 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"390 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"391 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"392 E Via Rancho Pkwy, Escondido, CA 92025",3,COMMERCIAL BURGLARY,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"393 E Via Rancho Pkwy, Escondido, CA 92025",3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"394 E Via Rancho Pkwy, Escondido, CA 92025",3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"395 E Via Rancho Pkwy, Escondido, CA 92025",3,COMMERCIAL BURGLARY,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"396 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"397 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"398 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"399 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"400 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"401 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"402 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"403 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"404 E Via Rancho Pkwy, Escondido, CA 92025",3,COMMERCIAL ROBBERY - NO WEAPON,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"405 E Via Rancho Pkwy, Escondido, CA 92025",3,VEHICLE BREAK-IN/THEFT,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"406 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"407 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"408 E Via Rancho Pkwy, Escondido, CA 92025",3,BURGLARY (COMMERCIAL) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"409 E Via Rancho Pkwy, Escondido, CA 92025",3,ARSON:STRUCTURE/FOREST LAND (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"410 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"411 E Via Rancho Pkwy, Escondido, CA 92025",3,COMMERCIAL ROBBERY - NO WEAPON,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"412 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"413 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"414 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"415 E Via Rancho Pkwy, Escondido, CA 92025",3,VEHICLE BREAK-IN/THEFT,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"416 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"417 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"418 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"419 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"420 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"421 E Via Rancho Pkwy, Escondido, CA 92025",3,CAUSE HARM/DEATH OF ELDER /DEPENDENT ADULT (F),3300  CAMINO MARZAGAN,3300, CAMINO MARZAGAN  ,Escondido,CA,92025,3300  CAMINO MARZAGAN,,,CAMINO,MARZAGAN,,,,,,
"422 E Via Rancho Pkwy, Escondido, CA 92025",3,FRAUD,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"423 E Via Rancho Pkwy, Escondido, CA 92025",3,COMMERCIAL BURGLARY,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"424 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"425 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT:AUTO (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"426 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"427 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"428 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"429 E Via Rancho Pkwy, Escondido, CA 92025",3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"430 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(from Building) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"431 E Via Rancho Pkwy, Escondido, CA 92025",3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"432 E Via Rancho Pkwy, Escondido, CA 92025",3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
